Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Country_from,Country_to,Year
Laurent Batlles,Attacking Midfield,28,SC Bastia,Ligue 1,Marseille,Ligue 1,2003-2004,,1650000,France,France,2003
Benoît Pedretti,Defensive Midfield,23,FC Sochaux,Ligue 1,Marseille,Ligue 1,2004-2005,,5000000,France,France,2004
Karim Ziani,Attacking Midfield,24,FC Sochaux,Ligue 1,Marseille,Ligue 1,2007-2008,5500000.0,8000000,France,France,2007
Luiz Gustavo,Defensive Midfield,29,VfL Wolfsburg,1.Bundesliga,Marseille,Ligue 1,2017-2018,12000000.0,10000000,Germany,France,2017
Pascal Nouma,Centre-Forward,29,Besiktas,Süper Lig,Marseille,Ligue 1,2001-2002,,2500000,Turkey,France,2001
Delfim,Central Midfield,24,Sporting CP, Portugal,Marseille,Ligue 1,2001-2002,,5000000,Portugal,France,2001
Morgan Sanson,Central Midfield,22,Montpellier,Ligue 1,Marseille,Ligue 1,2016-2017,10000000.0,9000000,France,France,2016
Florian Thauvin,Right Winger,20,LOSC Lille,Ligue 1,Marseille,Ligue 1,2013-2014,6000000.0,12000000,France,France,2013
Dimitri Payet,Attacking Midfield,26,LOSC Lille,Ligue 1,Marseille,Ligue 1,2013-2014,15000000.0,8700000,France,France,2013
Bakari Koné,Right Winger,26,OGC Nice,Ligue 1,Marseille,Ligue 1,2008-2009,7500000.0,9000000,France,France,2008
Loïc Rémy,Centre-Forward,23,OGC Nice,Ligue 1,Marseille,Ligue 1,2010-2011,12000000.0,15500000,France,France,2010
Dmitri Sychev,Centre-Forward,19,Spartak Moscow,Premier Liga,Marseille,Ligue 1,2002-2003,,3000000,Russia,France,2002
Didier Drogba,Centre-Forward,25,Guingamp,Ligue 1,Marseille,Ligue 1,2003-2004,,6000000,France,France,2003
Giannelli Imbula,Defensive Midfield,20,Guingamp,Ligue 1,Marseille,Ligue 1,2013-2014,3000000.0,7500000,France,France,2013
Habib Bèye,Right-Back,25,R. Strasbourg,Ligue 1,Marseille,Ligue 1,2003-2004,,1100000,France,France,2003
Mamadou Niang,Centre-Forward,25,R. Strasbourg,Ligue 1,Marseille,Ligue 1,2005-2006,5000000.0,7000000,France,France,2005
Stepan Vachousek,Left Midfield,23,Slavia Prag,HET Liga,Marseille,Ligue 1,2003-2004,,2500000,Czech Republic,France,2003
Rudi Skácel,Attacking Midfield,24,Slavia Prag,HET Liga,Marseille,Ligue 1,2003-2004,,1600000,Czech Republic,France,2003
Benjamin Mendy,Left-Back,18,AC Le Havre,Ligue 2,Marseille,Ligue 1,2013-2014,2000000.0,4000000,France,France,2013
César Azpilicueta,Right-Back,20,CA Osasuna,LaLiga,Marseille,Ligue 1,2010-2011,7000000.0,6000000,Spain,France,2010
Bostjan Cesar,Centre-Back,22,Dinamo Zagreb,1.HNL,Marseille,Ligue 1,2005-2006,1000000.0,2500000,Croatia,France,2005
André-Pierre Gignac,Centre-Forward,24,Toulouse,Ligue 1,Marseille,Ligue 1,2010-2011,14500000.0,16000000,France,France,2010
Dória,Centre-Back,19,Botafogo,Série A,Marseille,Ligue 1,2014-2015,8000000.0,5000000,Brazil,France,2014
Hilton,Centre-Back,30,Lens,Ligue 2,Marseille,Ligue 1,2008-2009,4500000.0,5000000,France,France,2008
Rémy Cabella,Attacking Midfield,26,Newcastle,Championship,Marseille,Ligue 1,2016-2017,8000000.0,8000000,England,France,2016
Duje Caleta-Car,Centre-Back,21,RB Salzburg,Bundesliga,Marseille,Ligue 1,2018-2019,10000000.0,19000000,Germany,France,2018
Nicolas N'Koulou,Centre-Back,21,Monaco,Ligue 2,Marseille,Ligue 1,2011-2012,5000000.0,3500000,France,France,2011
Abdelaziz Barrada,Attacking Midfield,25,Al-Jazira,UAE Gulf League,Marseille,Ligue 1,2014-2015,5500000.0,4500000,United Arab Emirates,France,2014
Jordan Amavi,Left-Back,24,Aston Villa,Championship,Marseille,Ligue 1,2018-2019,16000000.0,10000000,England,France,2018
James Tomkins,Centre-Back,27,West Ham,Premier League,Crystal Palace,Premier League,2016-2017,6000000.0,11700000,England,England,2016
Jairo Riedewald,Centre-Back,20,AFC Ajax,Eredivisie,Crystal Palace,Premier League,2017-2018,5000000.0,9000000,Nederlands,England,2017
Jeffrey Schlupp,Left-Back,24,Leicester,Premier League,Crystal Palace,Premier League,2016-2017,8000000.0,13800000,England,England,2016
Luka Milivojevic,Defensive Midfield,25,Olympiacos,Super League,Crystal Palace,Premier League,2016-2017,8000000.0,15100000,Greece,England,2016
Christian Benteke,Centre-Forward,25,Liverpool,Premier League,Crystal Palace,Premier League,2016-2017,27000000.0,31200000,England,England,2016
Mamadou Sakho,Centre-Back,27,Liverpool,Premier League,Crystal Palace,Premier League,2017-2018,15000000.0,28200000,England,England,2017
Connor Wickham,Centre-Forward,22,Sunderland,Premier League,Crystal Palace,Premier League,2015-2016,5000000.0,10000000,England,England,2015
Patrick van Aanholt,Left-Back,26,Sunderland,Premier League,Crystal Palace,Premier League,2016-2017,6000000.0,10500000,England,England,2016
Yohan Cabaye,Central Midfield,29,Paris SG,Ligue 1,Crystal Palace,Premier League,2015-2016,16000000.0,13900000,France,England,2015
Fitz Hall,Centre-Back,23,Southampton,Premier League,Crystal Palace,Premier League,2004-2005,,2250000,England,England,2004
Pape Souaré,Left-Back,24,LOSC Lille,Ligue 1,Crystal Palace,Premier League,2014-2015,3500000.0,5330000,France,England,2014
Andros Townsend,Right Winger,24,Newcastle,Championship,Crystal Palace,Premier League,2016-2017,9000000.0,15600000,England,England,2016
James McArthur,Central Midfield,26,Wigan,Championship,Crystal Palace,Premier League,2014-2015,3000000.0,8800000,England,England,2014
Dwight Gayle,Centre-Forward,22,Peterborough,League One,Crystal Palace,Premier League,2013-2014,750000.0,5300000,England,England,2013
Jordon Mutch,Central Midfield,23,QPR,Premier League,Crystal Palace,Premier League,2014-2015,6000000.0,6340000,England,England,2014
Alexander Sörloth,Centre-Forward,22,FC Midtjylland,Superligaen Championship round,Crystal Palace,Premier League,2017-2018,2000000.0,7800000,Denmark,England,2017
André Ayew,Left Winger,28,West Ham,Premier League,Swansea,Premier League,2017-2018,18000000.0,22800000,England,England,2017
Pablo Hernández,Right Winger,27,Valencia CF,LaLiga,Swansea,Premier League,2012-2013,9000000.0,7000000,Spain,England,2012
Jonjo Shelvey,Central Midfield,21,Liverpool,Premier League,Swansea,Premier League,2013-2014,5500000.0,5900000,England,England,2013
Wilfried Bony,Centre-Forward,24,Vitesse,Eredivisie,Swansea,Premier League,2013-2014,12000000.0,16000000,Nederlands,England,2013
Gylfi Sigurdsson,Attacking Midfield,24,Spurs,Premier League,Swansea,Premier League,2014-2015,8000000.0,10100000,England,England,2014
Kyle Naughton,Right-Back,26,Spurs,Premier League,Swansea,Premier League,2014-2015,5000000.0,6600000,England,England,2014
Roque Mesa,Central Midfield,28,UD Las Palmas,LaLiga,Swansea,Premier League,2017-2018,12000000.0,12500000,Spain,England,2017
Borja Bastón,Centre-Forward,23,Atlético Madrid,LaLiga,Swansea,Premier League,2016-2017,5000000.0,18000000,Spain,England,2016
Alberto Paloschi,Centre-Forward,26,Chievo Verona,Serie A,Swansea,Premier League,2015-2016,6000000.0,9500000,Italy,England,2015
Sung-yong Ki,Defensive Midfield,23,Celtic,Premiership,Swansea,Premier League,2012-2013,3500000.0,7000000,Scotland,England,2012
Wilfried Bony,Centre-Forward,28,Man City,Premier League,Swansea,Premier League,2017-2018,18000000.0,13000000,England,England,2017
Éder,Centre-Forward,27,Braga,Liga NOS,Swansea,Premier League,2015-2016,6000000.0,6700000,Portugal,England,2015
Danny Graham,Centre-Forward,25,Watford,Championship,Swansea,Premier League,2011-2012,1500000.0,3900000,England,England,2011
Federico Fernández,Centre-Back,25,SSC Napoli,Serie A,Swansea,Premier League,2014-2015,5000000.0,10000000,Italy,England,2014
Sam Clucas,Left Midfield,26,Hull City,Championship,Swansea,Premier League,2017-2018,2500000.0,16300000,England,England,2017
Jefferson Montero,Left Winger,24,Morelia,Liga MX Clausura,Swansea,Premier League,2014-2015,3300000.0,5000000,Mexico,England,2014
Diafra Sakho,Centre-Forward,28,West Ham,Premier League,Stade Rennais,Ligue 1,2017-2018,8000000.0,10000000,England,France,2017
Lucas,Centre-Forward,21,Atlético-PR, Brazil,Stade Rennais,Ligue 1,2000-2001,,21300000,Brazil,France,2000
Ismaël Bangoura,Centre-Forward,24,Dynamo Kyiv,Premier Liga,Stade Rennais,Ligue 1,2009-2010,9000000.0,11000000,Ukraine,France,2009
Petr Cech,Goalkeeper,20,Sparta Praha, Czech Republic,Stade Rennais,Ligue 1,2002-2003,,5000000,Czech Republic,France,2002
Mario Turdó,Centre-Forward,22,Celta de Vigo,LaLiga,Stade Rennais,Ligue 1,2001-2002,,10820000,Spain,France,2001
John Utaka,Left Winger,23,Lens,Ligue 1,Stade Rennais,Ligue 1,2005-2006,7000000.0,6000000,France,France,2005
Olivier Thomert,Left Midfield,26,Lens,Ligue 1,Stade Rennais,Ligue 1,2006-2007,6500000.0,4500000,France,France,2006
Razak Boukari,Right Winger,23,Lens,Ligue 1,Stade Rennais,Ligue 1,2010-2011,3600000.0,5000000,France,France,2010
Alexander Tettey,Defensive Midfield,23,Rosenborg BK,Eliteserien,Stade Rennais,Ligue 1,2009-2010,3000000.0,3500000,Poland,France,2009
Luís Fabiano,Centre-Forward,19,Ponte Preta, Brazil,Stade Rennais,Ligue 1,2000-2001,,7000000,Brazil,France,2000
Philippe Delaye,Central Midfield,25,Montpellier,Ligue 2,Stade Rennais,Ligue 1,2000-2001,,6500000,France,France,2000
Gabriel Loeschbor,Centre-Back,25,Racing Club, Argentina,Stade Rennais,Ligue 1,2002-2003,,2610000,Argentina,France,2002
Jonathan Pitroipa,Right Winger,25,Hamburger SV,1.Bundesliga,Stade Rennais,Ligue 1,2011-2012,4500000.0,3500000,Germany,France,2011
Ismaïla Sarr,Left Winger,19,FC Metz,Ligue 1,Stade Rennais,Ligue 1,2017-2018,2500000.0,17000000,France,France,2017
Erik Edman,Left-Back,26,Spurs,Premier League,Stade Rennais,Ligue 1,2005-2006,3000000.0,3000000,England,France,2005
Asamoah Gyan,Centre-Forward,22,Udinese Calcio,Serie A,Stade Rennais,Ligue 1,2008-2009,6000000.0,8000000,Italy,France,2008
Mevlüt Erdinc,Centre-Forward,24,Paris SG,Ligue 1,Stade Rennais,Ligue 1,2011-2012,7250000.0,6600000,France,France,2011
Olivier Monterrubio,Left Midfield,24,FC Nantes,Ligue 1,Stade Rennais,Ligue 1,2001-2002,,3000000,France,France,2001
Cyril Jeunechamp,Defensive Midfield,27,SC Bastia,Ligue 1,Stade Rennais,Ligue 1,2002-2003,,1500000,France,France,2002
Sadio Diallo,Attacking Midfield,21,SC Bastia,Ligue 1,Stade Rennais,Ligue 1,2012-2013,2500000.0,4000000,France,France,2012
Toifilou Maoulida,Centre-Forward,22,Montpellier,Ligue 1,Stade Rennais,Ligue 1,2001-2002,,3800000,France,France,2001
Olivier Sorlin,Defensive Midfield,22,Montpellier,Ligue 1,Stade Rennais,Ligue 1,2001-2002,,3000000,France,France,2001
Cédric Barbosa,Left Winger,27,Montpellier,Ligue 1,Stade Rennais,Ligue 1,2003-2004,,1500000,France,France,2003
Víctor Montaño,Centre-Forward,26,Montpellier,Ligue 1,Stade Rennais,Ligue 1,2010-2011,4000000.0,6500000,France,France,2010
Adailton,Centre-Back,21,EC Vitória, Brazil,Stade Rennais,Ligue 1,2004-2005,,2500000,Brazil,France,2004
Georgi Ivanov,Centre-Forward,26,Levski Sofia, Bulgaria,Stade Rennais,Ligue 1,2002-2003,,4100000,Bulgaria,France,2002
Onyekachi Apam,Centre-Back,23,OGC Nice,Ligue 1,Stade Rennais,Ligue 1,2010-2011,5000000.0,4000000,France,France,2010
François Grenet,Right-Back,27,Derby,First Division,Stade Rennais,Ligue 1,2002-2003,,1120000,England,France,2002
Alex Frei,Centre-Forward,23,Servette FC,Super League,Stade Rennais,Ligue 1,2002-2003,,1500000,Switzerland,France,2002
Kim Källström,Defensive Midfield,21,Djurgarden, Sweden,Stade Rennais,Ligue 1,2003-2004,,3750000,Sweden,France,2003
Andreas Isaksson,Goalkeeper,22,Djurgarden, Sweden,Stade Rennais,Ligue 1,2004-2005,,1700000,Sweden,France,2004
Rafik Guitane,Attacking Midfield,18,AC Le Havre,Ligue 2,Stade Rennais,Ligue 1,2017-2018,150000.0,8000000,France,France,2017
Emerson Sheik,Left Winger,28,Al Sadd, Qatar,Stade Rennais,Ligue 1,2007-2008,,5000000,Qatar,France,2007
Daniel Moreira,Second Striker,28,Toulouse,Ligue 1,Stade Rennais,Ligue 1,2006-2007,7000000.0,5500000,France,France,2006
Julien Féret,Central Midfield,29,AS Nancy,Ligue 1,Stade Rennais,Ligue 1,2011-2012,5000000.0,4000000,France,France,2011
Paul-Georges Ntep,Left Winger,21,AJ Auxerre,Ligue 2,Stade Rennais,Ligue 1,2013-2014,3000000.0,5000000,France,France,2013
Jordan Siebatcheu,Centre-Forward,22,Reims,Ligue 1,Stade Rennais,Ligue 1,2018-2019,2500000.0,9000000,France,France,2018
Havard Nordtveit,Centre-Back,27,West Ham,Premier League,TSG Hoffenheim,1.Bundesliga,2017-2018,5000000.0,8000000,England,Germany,2017
Eren Derdiyok,Centre-Forward,24,Bay. Leverkusen,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2012-2013,7500000.0,5500000,Germany,Germany,2012
Andrej Kramaric,Centre-Forward,25,Leicester,Premier League,TSG Hoffenheim,1.Bundesliga,2016-2017,5000000.0,11000000,England,Germany,2016
Ryan Babel,Left Winger,24,Liverpool,Premier League,TSG Hoffenheim,1.Bundesliga,2010-2011,6500000.0,7000000,England,Germany,2010
Ádám Szalai,Centre-Forward,26,FC Schalke 04,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2014-2015,7000000.0,6000000,Germany,Germany,2014
Ishak Belfodil,Second Striker,26,Standard Liège,Jupiler Pro League,TSG Hoffenheim,1.Bundesliga,2018-2019,5500000.0,5500000,Belgium,Germany,2018
Oliver Baumann,Goalkeeper,24,SC Freiburg,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2014-2015,7000000.0,5500000,Germany,Germany,2014
Josip Simunic,Centre-Back,31,Hertha BSC,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2009-2010,9000000.0,7000000,Germany,Germany,2009
Leonardo Bittencourt,Left Winger,24,1. FC Köln,2.Bundesliga,TSG Hoffenheim,1.Bundesliga,2018-2019,6000000.0,6000000,Germany,Germany,2018
Kasim Adams,Centre-Back,23,BSC Young Boys,Super League,TSG Hoffenheim,1.Bundesliga,2018-2019,8500000.0,8000000,Switzerland,Germany,2018
Sebastian Rudy,Defensive Midfield,20,VfB Stuttgart,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2010-2011,1500000.0,4000000,Germany,Germany,2010
Franco Zuculini,Central Midfield,18,Racing Club,Torneo Final,TSG Hoffenheim,1.Bundesliga,2009-2010,3000000.0,4600000,Argentina,Germany,2009
Vincenzo Grifo,Left Winger,25,Bor. M'gladbach,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2018-2019,7500000.0,5500000,Germany,Germany,2018
Wellington,Centre-Forward,20,Internacional,Série A,TSG Hoffenheim,1.Bundesliga,2008-2009,900000.0,4500000,Brazil,Germany,2008
David Abraham,Centre-Back,26,Getafe CF,LaLiga,TSG Hoffenheim,1.Bundesliga,2012-2013,3000000.0,4000000,Spain,Germany,2012
Maicosuel,Left Winger,23,Desp. Brasil, Brazil,TSG Hoffenheim,1.Bundesliga,2009-2010,2000000.0,4500000,Brazil,Germany,2009
Gylfi Sigurdsson,Attacking Midfield,20,Reading,Championship,TSG Hoffenheim,1.Bundesliga,2010-2011,5000000.0,5200000,England,Germany,2010
Eduardo Vargas,Centre-Forward,25,SSC Napoli,Serie A,TSG Hoffenheim,1.Bundesliga,2015-2016,6000000.0,6000000,Italy,Germany,2015
Roberto Firmino,Second Striker,19,Tombense, Brazil,TSG Hoffenheim,1.Bundesliga,2010-2011,,4000000,Brazil,Germany,2010
Joselu,Centre-Forward,22,RM Castilla,LaLiga2,TSG Hoffenheim,1.Bundesliga,2012-2013,,6000000,Spain,Germany,2012
Pauleta,Centre-Forward,27,Dep. La Coruña,LaLiga,G. Bordeaux,Ligue 1,2000-2001,,9100000,Spain,France,2000
Albert Riera,Left Winger,21,RCD Mallorca,LaLiga,G. Bordeaux,Ligue 1,2003-2004,,5000000,Spain,France,2003
Marco Caneira,Centre-Back,23,Benfica,Liga NOS,G. Bordeaux,Ligue 1,2002-2003,,1500000,Portugal,France,2002
Jussiê,Attacking Midfield,23,Lens,Ligue 1,G. Bordeaux,Ligue 1,2007-2008,4500000.0,6000000,France,France,2007
Yoann Gourcuff,Attacking Midfield,22,AC Milan,Serie A,G. Bordeaux,Ligue 1,2009-2010,18500000.0,13500000,Italy,France,2009
Marc Wilmots,Attacking Midfield,31,FC Schalke 04,1.Bundesliga,G. Bordeaux,Ligue 1,2000-2001,,3500000,Germany,France,2000
Aleksey Smertin,Defensive Midfield,25,Loko Moscow,Premier Liga,G. Bordeaux,Ligue 1,2000-2001,,3000000,Russia,France,2000
Deivid,Centre-Forward,23,Cruzeiro, Brazil,G. Bordeaux,Ligue 1,2003-2004,,4500000,Brazil,France,2003
Alou Diarra,Defensive Midfield,25,Olympique Lyon,Ligue 1,G. Bordeaux,Ligue 1,2007-2008,6500000.0,7400000,France,France,2007
Johan Micoud,Attacking Midfield,32,Werder Bremen,1.Bundesliga,G. Bordeaux,Ligue 1,2006-2007,8500000.0,3000000,Germany,France,2006
Bruno Basto,Left-Back,23,Benfica, Portugal,G. Bordeaux,Ligue 1,2001-2002,,2280000,Portugal,France,2001
Eduardo Costa,Defensive Midfield,18,Grêmio, Brazil,G. Bordeaux,Ligue 1,2001-2002,,5000000,Brazil,France,2001
Camel Meriem,Attacking Midfield,22,FC Sochaux,Ligue 1,G. Bordeaux,Ligue 1,2001-2002,,7000000,France,France,2001
Michaël Ciani,Centre-Back,25,FC Lorient,Ligue 1,G. Bordeaux,Ligue 1,2009-2010,3000000.0,4000000,France,France,2009
Jean-Claude Darcheville,Centre-Forward,26,FC Lorient,Ligue 2,G. Bordeaux,Ligue 1,2002-2003,,9000000,France,France,2002
Nicolas de Préville,Centre-Forward,26,LOSC Lille,Ligue 1,G. Bordeaux,Ligue 1,2017-2018,5500000.0,8000000,France,France,2017
Anthony Modeste,Centre-Forward,22,OGC Nice,Ligue 1,G. Bordeaux,Ligue 1,2010-2011,2300000.0,3500000,France,France,2010
Fernando Cavenaghi,Centre-Forward,23,Spartak Moscow,Premier Liga,G. Bordeaux,Ligue 1,2006-2007,6500000.0,9000000,Russia,France,2006
Edixon Perea,Centre-Forward,21,Atl. Nacional, Colombia,G. Bordeaux,Ligue 1,2005-2006,,2500000,Colombia,France,2005
Cédric Carrasso,Goalkeeper,27,Toulouse,Ligue 1,G. Bordeaux,Ligue 1,2009-2010,6000000.0,8000000,France,France,2009
Yoan Gouffran,Left Winger,22,SM Caen,Ligue 1,G. Bordeaux,Ligue 1,2008-2009,6000000.0,6500000,France,France,2008
Fahid Ben Khalfallah,Right Winger,27,Valenciennes FC,Ligue 1,G. Bordeaux,Ligue 1,2010-2011,5000000.0,4500000,France,France,2010
Jonathan Cafú,Right Winger,26,Ludogorets,A Grupa - Championship gr.,G. Bordeaux,Ligue 1,2017-2018,10000000.0,7500000,Bulgaria,France,2017
Gabriel Schürrer,Centre-Back,28,Dep. La Coruña,LaLiga,UD Las Palmas,LaLiga,2000-2001,,2700000,Spain,Spain,2000
Oktay Derelioglu,Centre-Forward,24,Siirtspor,Süper Lig,UD Las Palmas,LaLiga,2000-2001,,3000000,Turkey,Spain,2000
Ander Herrera,Central Midfield,21,Real Zaragoza,LaLiga,Athletic Bilbao,LaLiga,2011-2012,7500000.0,7500000,Spain,Spain,2011
Gorka Iraizoz,Goalkeeper,26,Espanyol,LaLiga,Athletic Bilbao,LaLiga,2007-2008,1400000.0,4000000,Spain,Spain,2007
Yuri Berchiche,Left-Back,28,Paris SG,Ligue 1,Athletic Bilbao,LaLiga,2018-2019,17000000.0,24000000,France,Spain,2018
Raúl García,Attacking Midfield,29,Atlético Madrid,LaLiga,Athletic Bilbao,LaLiga,2015-2016,15000000.0,8000000,Spain,Spain,2015
Iñigo Martínez,Centre-Back,26,Real Sociedad,LaLiga,Athletic Bilbao,LaLiga,2017-2018,25000000.0,32000000,Spain,Spain,2017
Beñat Etxebarria,Central Midfield,26,Real Betis,LaLiga,Athletic Bilbao,LaLiga,2013-2014,12000000.0,8000000,Spain,Spain,2013
David López,Central Midfield,24,CA Osasuna,LaLiga,Athletic Bilbao,LaLiga,2007-2008,1500000.0,5800000,Spain,Spain,2007
Kike Sola,Centre-Forward,27,CA Osasuna,LaLiga,Athletic Bilbao,LaLiga,2013-2014,4000000.0,4000000,Spain,Spain,2013
Aritz Aduriz,Centre-Forward,24,Real Valladolid,LaLiga2,Athletic Bilbao,LaLiga,2005-2006,,3000000,Spain,Spain,2005
Javi Martínez,Defensive Midfield,17,CA Osasuna B,2ª B - Grupo III,Athletic Bilbao,LaLiga,2006-2007,,6000000,Spain,Spain,2006
Sylvain Monsoreau,Centre-Back,27,Monaco,Ligue 1,Saint-Étienne,Ligue 1,2008-2009,4000000.0,4000000,France,France,2008
Frédéric Piquionne,Centre-Forward,26,Stade Rennais,Ligue 1,Saint-Étienne,Ligue 1,2005-2006,4000000.0,3000000,France,France,2005
Mevlüt Erdinc,Centre-Forward,26,Stade Rennais,Ligue 1,Saint-Étienne,Ligue 1,2013-2014,6000000.0,4500000,France,France,2013
Pascal Feindouno,Right Winger,24,G. Bordeaux,Ligue 1,Saint-Étienne,Ligue 1,2005-2006,4000000.0,3000000,France,France,2005
Sébastien Mazure,Centre-Forward,26,SM Caen,Ligue 2,Saint-Étienne,Ligue 1,2005-2006,3000000.0,2000000,France,France,2005
